,propertyType,prices,zipcodes,home_type,tax_year,tax_value,year_built,property_size,home_size,bathrooms,bedrooms,zestimate_amount
644,House,50.0,78759,SingleFamily,2015.0,480202.0,1970.0,16148.0,2423.0,2.0,,552364.0
645,House,70.0,78729,SingleFamily,2015.0,223426.0,1977.0,17163.0,1590.0,2.0,,237703.0
646,House,45.0,78741,Quadruplex,2015.0,241509.0,1984.0,9487.0,4092.0,10.0,,386261.0
647,House,18.0,78741,SingleFamily,2015.0,139542.0,2007.0,4805.0,1091.0,1.0,,182420.0
648,House,39.0,78747,SingleFamily,2015.0,169177.0,2010.0,3646.0,1788.0,3.0,,191101.0
650,House,500.0,78746,SingleFamily,2015.0,1118354.0,1993.0,16087.0,4000.0,5.0,4.0,1302223.0
651,House,2000.0,78746,SingleFamily,2015.0,865704.0,1991.0,43996.0,3837.0,3.5,4.0,1189459.0
652,House,709.0,78746,SingleFamily,2015.0,625964.0,1959.0,22664.0,2402.0,2.0,4.0,822829.0
653,House,800.0,78746,SingleFamily,2015.0,799000.0,1964.0,17511.0,2260.0,2.0,,947327.0
654,House,1500.0,78746,SingleFamily,2015.0,1161361.0,1985.0,23479.0,4877.0,4.0,,1749026.0
656,House,850.0,78701,SingleFamily,2015.0,616702.0,1925.0,8555.0,2048.0,3.0,,1040830.0
657,House,200.0,78701,SingleFamily,2015.0,1250299.0,1962.0,37117.0,3055.0,4.0,,1143591.0
658,House,165.0,78701,SingleFamily,2015.0,2734830.0,1979.0,43412.0,,,,
661,House,150.0,78704,SingleFamily,2015.0,524595.0,1956.0,10720.0,1266.0,2.0,,575948.0
662,House,300.0,78704,Duplex,2015.0,512044.0,1972.0,7728.0,1994.0,3.0,,600319.0
663,House,550.0,78704,SingleFamily,2015.0,465001.0,1957.0,10088.0,1256.0,2.0,,534913.0
664,House,95.0,78704,SingleFamily,2015.0,456000.0,1959.0,9121.0,1568.0,2.0,3.0,543178.0
665,House,290.0,78751,SingleFamily,2015.0,310903.0,1948.0,7977.0,1088.0,1.0,2.0,384190.0
666,House,199.0,78751,SingleFamily,2015.0,362716.0,1956.0,7320.0,1253.0,2.0,2.0,420809.0
667,House,189.0,78704,Duplex,2015.0,522174.0,1961.0,6665.0,1653.0,2.0,,547592.0
668,House,400.0,78704,SingleFamily,2015.0,867379.0,1932.0,6838.0,2184.0,3.0,3.0,825886.0
669,House,600.0,78704,SingleFamily,2015.0,629275.0,1950.0,6578.0,2481.0,3.0,,777717.0
670,House,200.0,78704,SingleFamily,2015.0,777132.0,2004.0,6229.0,2907.0,3.0,,915320.0
671,House,399.0,78704,SingleFamily,2015.0,401951.0,1927.0,5441.0,1030.0,1.0,,472784.0
672,House,38.0,78741,SingleFamily,,,1971.0,,2725.0,2.0,3.0,349666.0
673,House,350.0,78704,SingleFamily,2015.0,790148.0,1961.0,18888.0,1745.0,2.0,,722400.0
674,House,550.0,78704,SingleFamily,2015.0,199500.0,1924.0,9914.0,672.0,1.0,,
675,House,189.0,78722,SingleFamily,2015.0,216221.0,1948.0,5924.0,836.0,1.0,,275560.0
676,House,75.0,78741,VacantResidentialLand,2015.0,243059.0,1938.0,10323.0,1136.0,,,
678,House,100.0,78704,SingleFamily,2015.0,527727.0,2004.0,12632.0,1788.0,2.0,3.0,556160.0
679,House,599.0,78741,SingleFamily,2015.0,235178.0,1951.0,7745.0,640.0,1.0,,305865.0
680,House,600.0,78704,SingleFamily,2012.0,1225000.0,1950.0,56192.0,4712.0,1.0,,2055770.0
681,House,120.0,78704,Condominium,,,2006.0,3746.0,2089.0,3.0,3.0,616746.0
682,House,110.0,78704,SingleFamily,2015.0,514001.0,1920.0,6874.0,1818.0,2.0,,628843.0
684,House,475.0,78704,SingleFamily,2015.0,348915.0,1959.0,7200.0,1177.0,2.0,,410762.0
686,House,199.0,78701,Condominium,2015.0,265504.0,2008.0,2505.0,1593.0,3.0,2.0,278915.0
687,House,700.0,78741,SingleFamily,2015.0,320918.0,1958.0,10337.0,1665.0,2.0,,385536.0
689,House,205.0,78741,Duplex,2015.0,146513.0,1972.0,7270.0,1843.0,2.0,,244405.0
690,House,99.0,78704,SingleFamily,2015.0,372000.0,1927.0,7013.0,884.0,1.0,,456182.0
691,House,3275.0,78701,Condominium,2015.0,229279.0,2008.0,130.0,700.0,1.0,1.0,294640.0
694,House,160.0,78704,SingleFamily,2015.0,483629.0,1920.0,6848.0,1100.0,1.0,1.0,498118.0
695,House,600.0,78704,Apartment,,,,,1075.0,2.0,2.0,
696,House,750.0,78704,Condominium,2015.0,186889.0,1981.0,5175.0,1024.0,2.0,,316802.0
697,House,50.0,78722,SingleFamily,2015.0,330537.0,1947.0,7950.0,1382.0,2.0,,408411.0
698,House,89.0,78704,SingleFamily,2015.0,799464.0,2007.0,5846.0,2434.0,4.0,,913924.0
700,House,324.0,78704,SingleFamily,2015.0,390985.0,1938.0,17049.0,1335.0,1.0,,513403.0
701,House,65.0,78722,SingleFamily,2015.0,824263.0,1952.0,21898.0,3447.0,3.0,,818472.0
702,House,50.0,78741,SingleFamily,2015.0,366221.0,1956.0,10777.0,1819.0,2.0,,400112.0
703,House,245.0,78722,MultiFamily2To4,2015.0,410961.0,1950.0,8477.0,1897.0,2.0,4.0,501586.0
704,House,140.0,78722,SingleFamily,2015.0,375423.0,1947.0,5140.0,1336.0,1.0,,420587.0
705,House,80.0,78722,SingleFamily,2015.0,308294.0,1948.0,6530.0,1400.0,1.5,2.0,399469.0
706,House,225.0,78704,SingleFamily,2015.0,416498.0,1954.0,9548.0,1925.0,2.0,3.0,571547.0
707,House,95.0,78722,SingleFamily,2015.0,327975.0,1951.0,10032.0,1334.0,1.0,,398248.0
708,House,110.0,78751,SingleFamily,2015.0,365678.0,1946.0,13111.0,823.0,1.0,2.0,349228.0
710,House,159.0,78704,SingleFamily,2015.0,468669.0,2001.0,7274.0,1914.0,2.0,3.0,546218.0
712,House,350.0,78704,SingleFamily,2015.0,343663.0,1956.0,6917.0,1278.0,2.0,,419536.0
713,House,575.0,78704,SingleFamily,2015.0,448420.0,1956.0,6273.0,1100.0,1.0,2.0,554867.0
714,House,1500.0,78704,SingleFamily,2015.0,318993.0,1948.0,7096.0,1039.0,1.0,,395680.0
715,House,225.0,78704,SingleFamily,2015.0,197303.0,1952.0,5662.0,1064.0,1.0,2.0,319094.0
