,prices,dateAdded,lat,long,propertyType,numBathroom,numBedroom,numBed,numPeople,house_num,street_name,zipcodes
1996,75.0,2016-04-18,30.2430417034,-97.7278468146,Apartment,1.0,1.0,1.0,3.0,1900,East Riverside Drive,78741
1997,1100.0,2016-03-27,30.2662718543,-97.7396140422,Apartment,1.5,1.0,3.0,4.0,507,Trinity Street,78701
1998,199.0,2015-10-31,30.2663400264,-97.7423108148,House,1.0,2.0,3.0,4.0,401,Congress Avenue,78701
2000,360.0,2016-04-18,30.2692000562,-97.7480456656,Apartment,1.0,1.0,1.0,3.0,513,West 6th Street,78701
2001,94.0,2016-03-27,30.2826350675,-97.7457502913,Apartment,1.0,1.0,2.0,3.0,707,West Martin Luther King Junior Boulevard,78701
2002,179.0,2015-10-25,30.2659199251,-97.7421617756,Apartment,1.5,2.0,3.0,6.0,402,Brazos Street,78701
2005,150.0,2016-03-27,30.2449198465,-97.7290229425,Apartment,1.0,1.0,1.0,2.0,1628,South Lakeshore Boulevard,78741
2006,240.0,2016-03-27,30.2648760299,-97.7410178178,Apartment,2.0,2.0,2.0,6.0,301,San Jacinto Boulevard,78701
2008,90.0,2015-10-25,30.2794466677,-97.7438762211,Apartment,1.0,0.0,1.0,2.0,500,West 16th Street,78701
2009,700.0,2015-10-25,30.2418034554,-97.734319639,House,2.0,3.0,3.0,6.0,1508,Bellaire Drive,78741
2011,69.0,2016-08-15,30.2176447048,-97.7375905814,Townhouse,1.5,2.0,1.0,5.0,2300,Ventura Drive,78741
2012,205.0,2016-04-20,30.2278180587,-97.7402625532,House,3.0,2.0,2.0,5.0,2710,Parker Lane,78741
2013,99.0,2015-10-25,30.2448245665,-97.7533418523,House,1.0,1.0,1.0,2.0,204,West Johanna Street,78704
2014,229.0,2015-10-25,30.2666406428,-97.7414455156,Apartment,1.0,2.0,3.0,6.0,201,East 5th Street,78701
2015,450.0,2016-04-04,30.265007921,-97.7408517392,Apartment,2.0,2.0,2.0,6.0,301,East 4th Street,78701
2016,85.0,2016-03-25,30.2301536689,-97.7360492007,Apartment,1.0,1.0,1.0,2.0,2400,Metcalfe Road,78741
2017,70.0,2015-10-25,30.2293775633,-97.7370450595,Apartment,1.0,1.0,1.0,2.0,2501,Biggs Drive,78741
2018,175.0,2016-04-20,30.2663934478,-97.7429620862,Apartment,1.0,1.0,2.0,6.0,401,Congress Avenue,78701
2020,3275.0,2016-04-25,30.2601718156,-97.7392802247,House,2.5,3.0,3.0,6.0,605,Davis Street,78701
2021,329.0,2015-10-25,30.2653156068,-97.7429897079,Apartment,2.0,3.0,4.0,8.0,301,Congress Avenue,78701
2022,1299.0,2016-01-25,30.267782317,-97.745627857,Apartment,1.0,2.0,2.0,6.0,301,West 5th Street,78701
2023,230.0,2015-10-25,30.2660894344,-97.7407326935,Apartment,2.0,2.0,2.0,6.0,301,East 5th Street,78701
2024,599.0,2016-03-27,30.2540758975,-97.7470243129,Apartment,2.0,2.0,2.0,6.0,1005,South Congress Avenue,78704
2025,250.0,2016-03-27,30.2551843198,-97.7469343813,Apartment,1.0,1.0,1.0,2.0,611,South Congress Avenue,78704
2027,125.0,2016-04-18,30.2447834153,-97.7518885624,House,1.0,2.0,2.0,4.0,1912,South Congress Avenue,78704
2028,500.0,2016-04-18,30.2579753639,-97.7396904631,Apartment,1.0,1.0,1.0,3.0,600,River Street,78701
2029,625.0,2016-04-28,30.2647757291,-97.746790159,Apartment,1.0,1.0,1.0,2.0,400,West 2nd Street,78701
2030,400.0,2015-10-25,30.2546114322,-97.7469367533,Apartment,2.0,2.0,2.0,6.0,907,South Congress Avenue,78704
2031,325.0,2016-03-27,30.2676041147,-97.7543049688,Apartment,1.0,1.0,1.0,2.0,111,Sandra Muraida Way,78703
2032,350.0,2016-04-18,30.2661557031,-97.7392027278,Apartment,2.0,2.0,2.0,5.0,410,East 5th Street,78701
2033,90.0,2016-04-22,30.2428955399,-97.7533113975,Apartment,1.0,1.0,1.0,3.0,2105,Eva Street,78704
2034,349.0,2015-10-25,30.2659474442,-97.7414427516,Apartment,2.0,3.0,4.0,8.0,400,San Jacinto Boulevard,78701
2036,100.0,2016-04-22,30.2522936287,-97.7475974816,Apartment,1.0,1.0,1.0,2.0,110,Academy Drive,78704
2037,1200.0,2015-10-25,30.2566869062,-97.746753161,Apartment,1.0,1.0,1.0,6.0,101,East Riverside Drive,78704
2038,179.0,2015-10-31,30.2648970931,-97.7424443226,Apartment,1.0,2.0,2.0,6.0,200,East 3rd Street,78701
2039,1000.0,2016-05-04,30.2437325343,-97.7498911521,House,4.0,7.0,7.0,10.0,1908,Brackenridge Street,78704
2040,389.0,2016-08-15,30.2693684356,-97.7501071897,Apartment,2.5,2.0,2.0,5.0,700,West 5th Street,78701
2041,150.0,2015-10-25,30.2487022476,-97.7522724803,House,1.0,2.0,2.0,2.0,208,West Monroe Street,78704
2042,600.0,2015-10-25,30.2504478279,-97.7494367586,House,1.0,2.0,2.0,4.0,1318,South Congress Avenue,78704
2043,600.0,2015-10-28,30.2530532363,-97.746887917,Apartment,2.0,3.0,3.0,7.0,200,Academy Drive,78704
2044,129.0,2016-04-17,30.2454292882,-97.7532467496,Apartment,1.0,1.0,1.0,2.0,1903,Newton Street,78704
2046,750.0,2016-04-18,30.2540733576,-97.778180702,House,2.0,3.0,3.0,6.0,2003,Arthur Lane,78704
2047,1150.0,2015-10-25,30.2448763223,-97.7855191434,House,1.0,2.0,3.0,5.0,2336,Westrock Drive,78704
2050,2150.0,2015-10-25,30.2600503558,-97.7734259466,Apartment,1.0,1.0,2.0,4.0,1203,Hollow Creek Drive,78704
2051,239.0,2015-10-25,30.2451937063,-97.7831045897,Apartment,1.5,2.0,2.0,6.0,2302,Barton Skyway,78704
2053,35.0,2016-04-18,30.2831660999,-97.7201280699,Apartment,1.0,1.0,1.0,2.0,2012,East 22nd Street,78722
2054,50.0,2016-03-27,30.2861098257,-97.7224519742,House,1.0,1.0,1.0,2.0,2802,Dancy Street,78722
2055,92.0,2016-08-15,30.2403076102,-97.7227697461,Apartment,1.0,1.0,1.0,3.0,2341,Elmont Drive,78741
2056,89.0,2015-12-08,30.2517790246,-97.7588761318,House,1.0,0.0,2.0,3.0,906,Jewell Street,78704
2057,200.0,2015-10-25,30.2342259114,-97.7657633415,House,2.0,2.0,3.0,6.0,624,12 Oaks Lane,78704
2058,324.0,2016-06-13,30.2481029732,-97.7536491228,House,2.0,2.0,2.0,4.0,1609,Roma Street,78704
2059,450.0,2016-03-27,30.2555324681,-97.7449685544,Apartment,1.0,1.0,1.0,2.0,160,East Riverside Drive,78704
2060,1600.0,2015-10-28,30.2891724524,-97.7114806637,House,1.0,1.0,1.0,2.0,1726,Giles Street,78722
2061,300.0,2016-04-18,30.2538203151,-97.7467117162,Apartment,2.0,2.0,2.0,5.0,1005,South Congress Avenue,78704
2063,65.0,2016-03-25,30.298182305,-97.7130770583,House,1.0,1.0,1.0,2.0,1313,Ardenwood Road,78722
2065,50.0,2016-08-15,30.2390117281,-97.7333548342,House,1.0,1.0,1.0,2.0,1710,Sylvan Drive,78741
2066,100.0,2016-04-18,30.2952324031,-97.7156738179,Apartment,1.0,1.0,1.0,2.0,3903,Wrightwood Road,78722
2067,245.0,2016-04-04,30.2820324319,-97.7179681573,House,2.0,2.0,2.0,4.0,2207,East 21st Street,78722
2068,140.0,2015-10-25,30.2904516309,-97.719076606,House,1.0,1.0,1.0,2.0,3311,Werner Avenue,78722
2069,80.0,2016-08-15,30.2906318397,-97.7177511241,House,1.0,1.0,1.0,4.0,1402,East 34th Street,78722
2070,250.0,2015-10-25,30.2348234608,-97.7682161394,Apartment,1.0,1.0,2.0,4.0,3201,South 5th Street,78704
2071,650.0,2015-10-25,30.2585828439,-97.7518105522,Apartment,1.0,2.0,1.0,7.0,721,Barton Springs Road,78704
2072,2275.0,2015-11-09,30.2409917796,-97.7630828414,House,2.0,3.0,3.0,6.0,800,Herndon Lane,78704
2073,225.0,2015-10-25,30.2398097004,-97.7646604326,House,2.5,4.0,7.0,8.0,2609,South 4th Street,78704
2075,95.0,2015-10-25,30.2889884519,-97.7101546628,House,1.0,0.0,1.0,3.0,3706,Basford Road,78722
2076,799.0,2015-10-28,30.2466846961,-97.7481151387,House,1.0,1.0,1.0,4.0,1607,Brackenridge Street,78704
2077,110.0,2015-10-25,30.3161276068,-97.7090528251,House,1.0,1.0,1.0,2.0,935,East 56th Street,78751
2078,200.0,2015-10-25,30.3011095378,-97.7348676323,Apartment,1.0,1.0,2.0,4.0,201,West 38th Street,78705
2079,575.0,2016-03-27,30.2472176183,-97.7508764395,House,2.0,3.0,4.0,8.0,1610,South Congress Avenue,78704
2080,159.0,2015-10-28,30.2415179127,-97.7646461875,House,1.0,2.0,2.0,4.0,905,Juanita Street,78704
2081,95.0,2016-08-15,30.257553814,-97.7510252153,Apartment,1.0,1.0,2.0,6.0,600,South 1st Street,78704
2082,305.0,2015-11-01,30.2457969483,-97.7650729269,House,1.0,1.0,1.0,2.0,2213,Perry Avenue,78704
2083,350.0,2016-03-25,30.2442234085,-97.7681069822,House,2.0,3.0,3.0,6.0,1213,Southwood Road,78704
2084,575.0,2016-03-27,30.2515392639,-97.7607379595,House,2.5,3.0,4.0,7.0,1007,West Monroe Street,78704
2085,1500.0,2015-10-25,30.2404130893,-97.7320599475,Apartment,1.0,1.0,1.0,3.0,1520,Parker Lane,78741
2086,1500.0,2016-04-20,30.2415413204,-97.7665004753,House,1.0,2.0,2.0,6.0,2520,South 6th Street,78704
2088,250.0,2016-08-15,30.23172366,-97.7664832457,Apartment,2.0,2.0,2.0,5.0,3400,South 1st Street,78704
2089,160.0,2016-08-15,30.2403409632,-97.7238777829,Apartment,1.0,1.0,1.0,2.0,2225,Elmont Drive,78741
2090,89.0,2016-03-25,30.2329537794,-97.7309864951,Apartment,1.0,1.0,1.0,4.0,2101,Burton Drive,78741
2091,225.0,2015-10-25,30.2428211953,-97.7619944166,House,1.0,2.0,3.0,5.0,805,West Oltorf Street,78704
