,prices,dateAdded,lat,long,propertyType,numBathroom,numBedroom,numBed,numPeople,house_num,street_name,zipcodes
0,107.0,2015-10-28,30.2616848987,-97.7079166698,House,1.0,1.0,1.0,2.0,2816,Prado Street,78702
2,59.0,2016-03-30,30.4063887078,-97.7171908468,Apartment,1.0,1.0,1.0,2.0,11902,Burnet Road,78758
3,59.0,2015-11-05,30.43971663,-97.7531159383,House,1.0,1.0,1.0,2.0,6508,McNeil Drive,78729
5,100.0,2015-10-21,30.2729693249,-97.8058899928,House,1.0,1.0,1.0,2.0,3409,Rosefinch Trail,78746
6,65.0,2016-08-05,30.2481294706,-97.8969504505,Apartment,1.0,1.0,1.0,3.0,6800,Covered Bridge Drive,78736
7,65.0,2016-04-08,30.2428785294,-97.896567542,House,1.0,1.0,1.0,2.0,8500,Red Willow Drive,78736
8,90.0,2016-04-02,30.2684572915,-97.7987424391,Apartment,1.0,0.0,1.0,2.0,3102,Eaneswood Drive,78746
9,150.0,2015-10-13,30.2459196861,-97.9110731194,Apartment,1.0,1.0,1.0,2.0,9401,Claxton Drive,78736
10,44.0,2016-08-05,30.3693339077,-97.6514856165,House,1.0,1.0,1.0,2.0,2121,Tin Can Drive,78754
11,140.0,2016-05-23,30.2451444586,-97.7437155876,House,1.0,1.0,2.0,2.0,1603,Alameda Drive,78704
12,800.0,2015-10-25,30.2468191758,-97.7436358783,House,1.0,1.0,1.0,3.0,1400,Sunset Lane,78704
15,645.0,2015-10-28,30.2214244658,-97.7348379332,House,1.0,2.0,2.0,5.0,3006,Burleson Road,78741
16,150.0,2015-10-25,30.2270043266,-97.7387790555,House,2.0,2.0,2.0,4.0,1913,Carlson Drive,78741
17,85.0,2016-03-25,30.3009670545,-97.7357360603,Apartment,1.0,1.0,1.0,2.0,3702,Home Lane,78705
18,125.0,2015-10-25,30.2727714191,-97.7329004118,House,1.0,1.0,1.0,2.0,1300,North Interstate 35 Frontage Road,78701
19,188.0,2015-10-25,30.3000612466,-97.7406593132,House,2.0,3.0,3.0,6.0,613,West 33rd Street,78705
20,89.0,2016-05-07,30.2502184026,-97.7666724792,Apartment,1.0,0.0,1.0,2.0,1800,South Lamar Boulevard,78704
21,89.0,2016-08-04,30.2767528278,-97.7530607721,Apartment,1.0,1.0,1.0,2.0,1102,Baylor Street,78703
22,119.0,2015-10-25,30.2738297859,-97.7563016472,Apartment,1.0,1.0,4.0,6.0,1121,West 7th Street,78703
23,149.0,2015-10-25,30.2657800035,-97.7407934003,Apartment,1.0,1.0,1.0,3.0,300,East 4th Street,78701
28,40.0,2015-10-21,30.312408819,-97.730562976,Apartment,1.0,1.0,1.0,2.0,400,West 46th Street,78751
29,1400.0,2015-10-25,30.2483768798,-97.7617369625,House,1.0,2.0,6.0,6.0,912,West Mary Street,78704
46,179.0,2015-10-25,30.2660397114,-97.7425820651,Apartment,1.0,1.0,2.0,4.0,401,Congress Avenue,78701
47,980.0,2016-04-18,30.2466895834,-97.7553240062,House,2.0,5.0,5.0,10.0,413B,West Annie Street,78704
61,3200.0,2015-10-25,30.2890202819,-97.7497704311,Apartment,1.0,1.0,1.0,2.0,2408,Leon Street,78705
73,4500.0,2015-11-01,30.2670314929,-97.7415017791,Apartment,1.0,2.0,4.0,6.0,501,Brazos Street,78701
77,650.0,2016-04-18,30.2967501936,-97.7431131112,Apartment,1.0,1.0,1.0,3.0,2911,Rio Grande Street,78705
100,1300.0,2015-10-25,30.2568517918,-97.7666193316,House,3.5,5.0,7.0,12.0,1700,Margaret Street,78704
101,3500.0,2015-10-25,30.2594390481,-97.7662967863,House,1.0,1.0,2.0,4.0,900,Garner Avenue,78704
102,60.0,2015-12-15,30.297167522,-97.7330324556,Apartment,1.0,1.0,1.0,2.0,305,East 34th Street,78705
103,150.0,2015-10-25,30.2480832805,-97.7756872989,House,1.0,2.0,4.0,6.0,2215,Bluebonnet Lane,78704
104,150.0,2016-05-23,30.2480031418,-97.7794416595,House,1.0,2.0,2.0,5.0,2107,Montclaire Street,78704
105,149.0,2015-10-25,30.2572038379,-97.7726520756,House,1.0,1.0,2.0,4.0,2102,Ashby Avenue,78704
106,1399.0,2015-11-01,30.2563524534,-97.7753495256,House,3.5,5.0,6.0,10.0,1701,Rabb Road,78704
107,180.0,2016-03-27,30.2931145375,-97.7339497135,Apartment,1.0,1.0,2.0,2.0,3101,Benelva Drive,78705
108,3600.0,2016-04-20,30.2585077902,-97.7698557517,House,1.5,2.0,4.0,6.0,1107,Bluebonnet Lane,78704
109,199.0,2016-08-21,30.2496285773,-97.7715978217,House,2.0,3.0,5.0,8.0,2102,Oxford Avenue,78704
110,800.0,2016-03-27,30.293072013,-97.7218242421,Apartment,2.0,2.0,2.0,6.0,3400,Harmon Avenue,78705
111,99.0,2015-10-28,30.2542298339,-97.7728104093,Apartment,1.0,1.0,1.0,2.0,1712,Bluebonnet Lane,78704
112,1000.0,2015-10-25,30.2619720687,-97.7656164839,House,2.0,2.0,6.0,8.0,1806,Linscomb Avenue,78704
113,230.0,2016-03-27,30.2990324778,-97.742825803,House,1.0,1.0,2.0,4.0,700,West 31st Street,78705
114,305.0,2016-03-27,30.2640391382,-97.7641484016,House,1.0,1.0,1.0,3.0,1853,Barton Springs Road,78704
115,125.0,2016-08-21,30.291116385,-97.7445689154,Apartment,1.0,1.0,1.0,2.0,2606,Rio Grande Street,78705
116,400.0,2015-10-28,30.2628616553,-97.76105458,Apartment,1.0,1.0,1.0,4.0,1600,Barton Springs Road,78704
117,300.0,2015-10-25,30.299345566,-97.7442537117,Apartment,1.0,1.0,1.0,4.0,800,West 31st Street,78705
118,200.0,2016-03-27,30.2971791052,-97.7420154799,Apartment,1.0,0.0,1.0,4.0,3002,Guadalupe Street,78705
119,3000.0,2015-10-31,30.2941207751,-97.7452277138,Apartment,2.0,2.0,3.0,3.0,2810,Salado Street,78705
120,300.0,2015-10-25,30.295272191,-97.7340627019,House,1.0,1.0,1.0,2.0,309,East 32nd Street,78705
121,35.0,2016-08-21,30.2962013174,-97.7354120982,Apartment,1.0,1.0,1.0,1.0,200,East 32nd Street,78705
122,950.0,2016-01-25,30.2997038422,-97.7447430394,House,3.5,3.0,3.0,6.0,806,West 31st Street,78705
123,225.0,2015-10-25,30.2993301753,-97.739589939,Apartment,1.0,1.0,1.0,2.0,503,West 33rd Street,78705
124,2500.0,2015-11-09,30.2611957073,-97.7658628964,Apartment,1.0,1.0,1.0,3.0,1809,Linscomb Avenue,78704
125,120.0,2016-03-27,30.2878232983,-97.7475779704,Apartment,1.0,1.0,1.0,2.0,915,West 24th Street,78705
127,799.0,2015-11-09,30.2571879393,-97.7633537973,House,3.0,3.0,3.0,6.0,910,Jessie Street,78704
128,110.0,2015-10-25,30.2267526287,-97.7388206297,House,1.0,1.0,1.0,2.0,1916,Tripshaw Lane,78741
129,20.0,2016-08-21,30.283203728,-97.7432053965,House,2.5,1.0,1.0,1.0,1930,San Antonio Street,78705
130,700.0,2016-03-27,30.2502869063,-97.7708134647,House,2.0,2.0,2.0,5.0,2010,Oxford Avenue,78704
131,400.0,2015-10-28,30.2231944352,-97.7363007007,House,2.0,2.0,2.0,7.0,2804,Catalina Drive,78741
132,495.0,2015-10-25,30.2570476881,-97.7632249997,House,1.5,2.0,2.0,5.0,910,Jessie Street,78704
133,93.0,2015-11-01,30.2534295978,-97.7729554731,Apartment,1.0,1.0,2.0,4.0,1800,Bluebonnet Lane,78704
134,1400.0,2016-08-21,30.2593562369,-97.7670856268,House,3.0,4.0,4.0,10.0,1808,Treadwell Street,78704
135,5600.0,2015-10-28,30.2583588367,-97.7672329368,House,2.5,4.0,6.0,8.0,1806,Dexter Street,78704
136,375.0,2016-04-18,30.2584035185,-97.7688139368,House,2.5,3.0,4.0,8.0,1819,Dexter Street,78704
137,450.0,2016-03-27,30.2592747725,-97.7609948475,House,2.0,2.0,2.0,8.0,701,Jessie Street,78704
138,40.0,2015-10-25,30.28674089,-97.7430299577,Apartment,1.0,1.0,2.0,2.0,2300,San Antonio Street,78705
140,300.0,2015-11-01,30.2980653181,-97.7315812375,House,1.0,2.0,2.0,6.0,400,East 35th Street,78705
141,249.0,2015-10-25,30.2536826966,-97.7705975737,House,2.0,3.0,5.0,8.0,1803,Anita Drive,78704
142,650.0,2015-10-25,30.2535316936,-97.7726563218,House,1.0,2.0,2.0,5.0,1803,Bluebonnet Lane,78704
143,89.0,2016-03-25,30.2895143559,-97.7446678755,Apartment,1.0,1.0,1.0,2.0,2500,Rio Grande Street,78705
144,999.0,2016-06-13,30.2980234788,-97.7440509733,House,4.0,6.0,10.0,14.0,3002,Washington Square,78705
145,900.0,2015-10-28,30.2988350228,-97.7339096528,Apartment,1.0,1.0,1.0,2.0,3400,Helms Street,78705
146,275.0,2015-10-25,30.2864371497,-97.7457663318,Apartment,1.0,1.0,2.0,3.0,2222,Rio Grande Street,78705
147,99.0,2016-03-25,30.2479485494,-97.7796233535,Apartment,1.0,0.0,1.0,3.0,2109,Montclaire Street,78704
148,300.0,2015-10-25,30.2833511676,-97.7423269865,Apartment,1.0,1.0,2.0,4.0,2010,Guadalupe Street,78705
149,495.0,2015-10-25,30.2634384076,-97.7645043376,House,1.0,1.0,1.0,2.0,511,Barton Boulevard,78704
150,350.0,2015-10-25,30.2839980433,-97.7442731438,Apartment,1.0,2.0,3.0,6.0,600,West 21st Street,78705
151,135.0,2015-10-25,30.2878689445,-97.7255778224,Apartment,1.0,0.0,1.0,2.0,2900,Cole Street,78705
152,2100.0,2015-10-28,30.2847518951,-97.7454772216,Apartment,2.0,2.0,3.0,5.0,2110,Rio Grande Street,78705
153,215.0,2016-04-08,30.2640066166,-97.7636967301,Apartment,1.0,1.0,1.0,3.0,1800,Barton Springs Road,78704
155,2000.0,2016-03-27,30.2611835123,-97.7622250041,House,2.0,1.0,2.0,2.0,601,Kinney Avenue,78704
156,300.0,2015-10-25,30.257156028,-97.7633419341,House,2.5,3.0,2.0,6.0,910,Jessie Street,78704
157,500.0,2016-04-18,30.284503204,-97.7458835657,Apartment,2.0,2.0,5.0,6.0,710,West 21st Street,78705
158,600.0,2016-04-22,30.2932391653,-97.7442912112,Apartment,4.0,4.0,4.0,8.0,701,West 28th Street,78705
159,499.0,2015-10-25,30.2836731036,-97.7462614569,Apartment,2.0,2.0,3.0,5.0,1907,Pearl Street,78705
160,350.0,2015-10-28,30.297519062,-97.7352193768,House,2.0,3.0,3.0,6.0,3301,Speedway,78705
161,125.0,2016-01-12,30.2538564885,-97.7751849078,Apartment,1.0,1.0,2.0,4.0,2001,Rundell Place,78704
162,3200.0,2016-04-20,30.2532504841,-97.7752228555,House,2.0,3.0,5.0,6.0,1901,Ann Arbor Avenue,78704
163,3360.0,2016-01-25,30.2540232304,-97.7659959209,Apartment,1.0,2.0,2.0,5.0,1501,Kinney Avenue,78704
164,375.0,2015-10-25,30.2866456396,-97.7472873675,Apartment,2.0,2.0,2.0,4.0,904,West 22 1/2 Street,78705
165,250.0,2015-10-25,30.2540276139,-97.7715127951,Apartment,1.0,2.0,2.0,5.0,1905,Anita Drive,78704
166,105.0,2016-08-21,30.249097248,-97.7690265545,House,1.0,1.0,2.0,4.0,2038,Texas 343 Loop,78704
167,395.0,2016-04-18,30.2517102965,-97.7689891159,Townhouse,2.5,3.0,4.0,6.0,1602,Bauerle Avenue,78704
168,199.0,2016-03-27,30.2986296405,-97.7329574315,Apartment,1.0,1.0,2.0,3.0,209,East 35th Street,78705
169,288.0,2016-04-08,30.2479904167,-97.7784924062,House,2.0,3.0,4.0,6.0,2409,Ann Arbor Avenue,78704
170,160.0,2016-03-27,30.2927335595,-97.7225179988,Apartment,1.0,1.0,1.0,2.0,3400,Harmon Avenue,78705
171,230.0,2015-10-25,30.2924213072,-97.7337999464,Apartment,2.0,2.0,3.0,5.0,3006,Duval Street,78705
172,40.0,2016-01-25,30.2877979654,-97.7449691329,Apartment,1.0,0.0,1.0,2.0,701,West 24th Street,78705
173,119.0,2016-03-27,30.2956949775,-97.7370658525,Apartment,1.0,1.0,2.0,3.0,3106,Speedway,78705
174,150.0,2015-10-25,30.2899967211,-97.746147701,Apartment,0.5,1.0,1.0,1.0,2501,Pearl Street,78705
176,60.0,2016-03-27,30.2846486768,-97.748262492,House,1.0,1.0,1.0,2.0,2102,San Gabriel Street,78705
177,35.0,2016-08-21,30.2980956454,-97.7435387351,Apartment,1.0,0.0,1.0,2.0,3007,Washington Square,78705
178,80.0,2016-08-21,30.295301593,-97.7346189197,Apartment,2.0,2.0,2.0,5.0,303,East 32nd Street,78705
179,250.0,2016-03-27,30.2939793589,-97.7452667495,Apartment,1.0,1.0,1.0,2.0,2802,Salado Street,78705
180,75.0,2016-08-21,30.2869223075,-97.7496060458,Apartment,1.0,1.0,1.0,4.0,2218,Leon Street,78705
181,950.0,2015-11-01,30.2509653084,-97.7749255143,Apartment,1.0,0.0,1.0,4.0,2000,Holland Avenue,78704
182,190.0,2015-10-25,30.2493013115,-97.7798175592,House,1.0,1.0,1.0,2.0,2203,Arpdale Street,78704
183,30.0,2015-10-25,30.2846071707,-97.7445944025,Apartment,1.0,1.0,1.0,5.0,2107,Rio Grande Street,78705
184,915.0,2015-11-09,30.2473979229,-97.7783045239,House,1.0,1.0,1.0,2.0,2008,Montclaire Street,78704
185,400.0,2016-01-12,30.2625219249,-97.7655410337,House,1.0,2.0,2.0,4.0,603,Barton Boulevard,78704
186,350.0,2015-10-25,30.2840824486,-97.7441747113,Apartment,1.0,1.0,1.0,3.0,2020,Nueces Street,78705
187,110.0,2016-08-21,30.2939045502,-97.7353590606,House,1.0,1.0,1.0,2.0,3050,Speedway,78705
188,500.0,2016-03-27,30.2635223414,-97.7639295897,House,1.5,3.0,5.0,10.0,1627,Barton Springs Road,78704
189,797.0,2015-10-25,30.2498429445,-97.7791503797,House,1.0,0.0,1.0,2.0,2200,De Verne Street,78704
191,695.0,2016-04-18,30.2557800741,-97.7740439604,House,2.0,3.0,3.0,6.0,2107,Wright Street,78704
192,795.0,2015-10-25,30.2538782422,-97.7692333096,Townhouse,2.5,3.0,4.0,6.0,1709,Collier Street,78704
193,1540.0,2016-04-18,30.2288751727,-97.7375295032,House,1.5,3.0,3.0,4.0,2525,Glen Springs Way,78741
194,130.0,2016-08-21,30.2215316424,-97.7352569843,House,2.0,3.0,3.0,6.0,3011,Matador Drive,78741
195,120.0,2015-10-25,30.2230934229,-97.7342015938,House,1.0,2.0,2.0,4.0,2804,Ware Road,78741
196,100.0,2015-10-25,30.2175013472,-97.7377793521,House,1.5,1.0,1.0,1.0,2207,Ventura Drive,78741
197,250.0,2016-08-21,30.224417402,-97.7407249948,House,3.0,3.0,4.0,8.0,1910,Wickshire Lane,78741
198,210.0,2016-08-21,30.2281209562,-97.7405364208,House,2.5,4.0,5.0,8.0,2708,Parker Lane,78741
199,500.0,2015-10-28,30.2275402248,-97.7396995139,House,2.0,2.0,2.0,4.0,1813,Carlson Drive,78741
200,450.0,2016-08-17,30.41691553,-97.8902385791,House,3.0,4.0,4.0,10.0,13911,Skyline Drive,78732
202,225.0,2015-11-05,30.3652373702,-97.7829525926,House,1.5,1.0,2.0,2.0,6800,Ladera Norte,78731
203,2500.0,2015-10-13,30.4205830062,-97.9218405447,House,2.5,2.0,2.0,4.0,5801,Beacon Drive,78734
204,1300.0,2015-11-09,30.2208789723,-97.6957793871,House,1.0,1.0,2.0,2.0,2006,Yellow Jacket Lane,78741
205,179.0,2016-01-25,30.2458944267,-97.7455732868,House,1.0,2.0,2.0,2.0,1606,East Side Drive,78704
206,600.0,2016-08-17,30.2699806204,-97.7812535853,House,2.0,3.0,4.0,6.0,2406,Rollingwood Drive,78746
207,150.0,2016-08-15,30.2519725362,-97.7198316307,House,1.0,1.0,1.0,2.0,2401,Garden Street,78702
208,99.0,2016-08-17,30.3585504403,-97.7946877679,Apartment,1.0,1.0,2.0,4.0,5901,Shepherd Mountain Cove,78730
209,149.0,2016-01-25,30.2547206249,-97.7203089874,House,1.5,2.0,3.0,5.0,2208,Willow Street,78702
210,75.0,2015-10-25,30.2438805254,-97.7259687536,Apartment,1.0,1.0,1.0,2.0,1100,Town Creek Drive,78741
212,43.0,2016-04-08,30.3701322182,-97.8032681409,Apartment,1.0,1.0,1.0,2.0,7391,Ranch to Market 2222,78750
213,85.0,2016-04-08,30.2260732,-97.691534889,House,2.0,1.0,2.0,4.0,22,Coyote Drive,78741
214,111.0,2016-04-04,30.4163469165,-97.8866882037,House,1.0,1.0,1.0,2.0,6707,Mountain Trail,78732
215,95.0,2015-10-25,30.2382420007,-97.8074758688,Apartment,,1.0,1.0,2.0,3212,Cupid Drive,78735
216,400.0,2016-08-02,30.2139980177,-97.8051462875,House,2.0,2.0,2.0,4.0,2225,Independence Drive,78745
217,800.0,2015-10-28,30.3556172489,-97.7513076392,Apartment,1.5,1.0,1.0,2.0,7231,Wood Hollow Drive,78731
218,70.0,2016-04-04,30.4557425756,-97.8058158646,Apartment,1.0,1.0,1.0,2.0,10725,Lake Creek Parkway,78750
221,100.0,2016-08-17,30.4267739489,-97.6847090342,House,1.0,1.0,1.0,2.0,1933,Chasewood Drive,78727
223,189.0,2015-11-05,30.4492490651,-97.7608799788,House,2.0,3.0,4.0,7.0,7655,Elkhorn Mountain Trail,78729
224,20.0,2016-08-17,30.4484835642,-97.7852238023,Apartment,1.0,1.0,1.0,2.0,13355,U.S. 183,78729
225,6000.0,2015-10-28,30.3829039297,-97.9206709883,House,2.5,3.0,5.0,8.0,14314,Red Feather Trail,78734
226,83.0,2016-04-04,30.5065367388,-97.7378987921,House,2.0,4.0,4.0,8.0,16715,Great Oaks Drive,78664
227,180.0,2016-04-08,30.3773708321,-97.7597761255,Apartment,1.0,1.0,1.0,2.0,8200,Neely Drive,78759
228,140.0,2016-08-17,30.3966792367,-97.8329017596,Apartment,1.0,1.0,1.0,2.0,9900,McNeil Drive,78750
230,35.0,2016-08-17,30.3957787124,-97.6917434056,Apartment,1.0,1.0,1.0,2.0,1410,Elm Brook Drive,78758
231,250.0,2016-04-08,30.3575255541,-97.7415461578,House,2.0,4.0,5.0,8.0,3105,Whitepine Drive,78757
232,145.0,2015-10-28,30.3699995537,-97.7376499218,Apartment,1.0,1.0,1.0,1.0,8505,Shoal Creek Boulevard,78757
233,75.0,2016-08-17,30.3833863208,-97.7459542586,House,1.0,1.0,1.0,7.0,4001,Dominion Cove,78759
234,135.0,2016-08-17,30.4613361174,-97.7883924814,House,2.0,2.0,3.0,6.0,12821,Hymeadow Drive,78729
235,49.0,2016-04-04,30.416208023,-97.7265983974,House,1.0,1.0,1.0,2.0,4200,Balboa Lane,78727
236,66.0,2016-08-17,30.4306829416,-97.7465353722,Apartment,1.0,1.0,1.0,2.0,12345,Alameda Trace Circle,78727
237,50.0,2016-08-17,30.1592904306,-97.834454636,House,2.0,1.0,2.0,6.0,1913,Coats Circle,78748
238,699.0,2015-10-25,30.2606351372,-97.7065171064,House,1.0,1.0,1.0,3.0,3004,Garwood Street,78702
239,495.0,2016-08-17,30.3686747303,-97.9291573411,Apartment,2.5,3.0,4.0,8.0,1301,Pike Road,78734
240,89.0,2016-04-04,30.2113398382,-97.7997364984,House,1.0,1.0,1.0,2.0,1900,Parkside Lane,78745
241,43.0,2016-04-20,30.231483427,-97.7211419541,Apartment,1.0,1.0,1.0,1.0,2100,Wickersham Lane,78741
242,275.0,2016-04-20,30.2083620897,-97.7954733939,House,1.0,1.0,2.0,4.0,6101,Harwin Lane,78745
243,55.0,2016-08-17,30.2359695229,-97.8070637892,House,1.0,1.0,1.0,3.0,4505,Dudley Drive,78735
244,345.0,2015-10-13,30.2592935269,-97.6696996569,House,2.0,4.0,4.0,6.0,2500,Highland Haven Drive,78725
245,100.0,2016-08-17,30.3903162991,-97.7649355764,Apartment,1.0,1.0,1.0,2.0,5214,Bluffside Drive,78759
246,70.0,2016-08-17,30.2215385319,-97.7828745474,House,1.0,1.0,1.0,3.0,4605,Banister Lane,78745
247,350.0,2015-10-25,30.233156395,-97.7731371551,House,1.0,1.0,1.0,2.0,1008,Audrey Court,78704
249,65.0,2015-10-25,30.1538966574,-97.8028462175,House,1.0,1.0,1.0,5.0,333,Camperdown Elm Drive,78748
250,30.0,2016-04-08,30.2929177081,-97.6425296841,House,1.0,1.0,1.0,2.0,6140,Seville Drive,78724
251,298.0,2015-10-28,30.4260602846,-97.6943685286,House,1.5,1.0,1.0,2.0,13108,Kellies Farm Lane,78727
252,35.0,2016-08-17,30.354996763,-97.7074270583,House,1.0,1.0,1.0,2.0,838,Thurmond Street,78758
253,45.0,2016-04-08,30.2271199506,-97.8349820215,Apartment,1.0,1.0,2.0,2.0,6100,South MoPac Expressway,78735
254,35.0,2016-08-17,30.3731677799,-97.6984153496,House,1.0,1.0,1.0,2.0,10121,Aspen Street,78758
255,50.0,2015-07-15,30.1854444484,-97.8097809688,House,1.5,1.0,1.0,2.0,1555,West Dittmar Road,78745
256,2500.0,2015-10-31,30.1681788221,-97.9726737965,House,1.0,1.0,2.0,4.0,13721,Evergreen Way,78737
257,55.0,2016-04-08,30.4054328664,-97.7123100743,Apartment,1.0,1.0,2.0,3.0,2600,Gracy Farms Lane,78758
258,175.0,2016-08-17,30.4125803003,-97.9162669303,House,1.0,1.0,1.0,3.0,15207,Rainbow 1 Street,78734
259,450.0,2016-04-08,30.2687079143,-97.8018635613,House,2.5,4.0,6.0,10.0,1309,Verdant Way,78746
260,69.0,2015-10-13,30.2206153068,-97.8583337357,House,1.0,1.0,1.0,2.0,5401,Convict Hill Road,78749
262,49.0,2016-08-17,30.3016067181,-97.7571205832,House,1.0,1.0,2.0,3.0,1801,Mohle Drive,78703
263,39.0,2015-11-09,30.1789155305,-97.7948656504,House,1.5,1.0,1.0,2.0,8401,South 1st Street,78748
265,500.0,2015-10-25,30.2298479301,-97.7402913453,House,2.0,4.0,3.0,10.0,2506,Candlewood Court,78741
266,495.0,2016-03-27,30.2275604622,-97.7367932946,House,2.0,3.0,3.0,6.0,2005,Iroquois Lane,78741
268,149.0,2016-01-25,30.228182929,-97.734662089,House,1.0,2.0,3.0,6.0,2425,Burleson Court,78741
271,200.0,2016-04-20,30.2625609468,-97.7648518178,House,1.0,1.0,1.0,2.0,600,Cliff Drive,78704
272,172.0,2016-03-27,30.2582654191,-97.7596949308,House,1.0,2.0,2.0,6.0,704,South Lamar Boulevard,78704
273,499.0,2016-04-18,30.2544782374,-97.7704834167,House,1.0,2.0,2.0,4.0,1806,Anita Drive,78704
274,225.0,2015-10-25,30.2509622037,-97.7697802086,House,2.0,4.0,8.0,10.0,1604,Hether Street,78704
275,595.0,2016-03-27,30.2979622233,-97.7447351204,House,4.0,4.0,4.0,6.0,805,West 30th Street,78705
277,175.0,2015-10-28,30.255707487,-97.7619927577,Apartment,1.0,1.0,2.0,4.0,1090,South Lamar Boulevard,78704
279,200.0,2016-04-08,30.2891737367,-97.7512327808,Apartment,1.0,1.0,1.0,4.0,2408,Longview Street,78705
280,624.0,2015-10-25,30.2609214145,-97.7597911894,House,2.5,3.0,5.0,10.0,1501,Barton Springs Road,78704
281,90.0,2016-08-21,30.2549862791,-97.7645009464,Apartment,1.0,1.0,1.0,4.0,1324,Lamar Square Drive,78704
282,90.0,2015-10-25,30.2879752028,-97.7451738713,Apartment,1.0,1.0,1.0,1.0,700,West 24th Street,78705
284,200.0,2016-03-27,30.2940261393,-97.7446322117,Apartment,1.0,1.0,1.0,2.0,2810,Rio Grande Street,78705
285,500.0,2016-04-28,30.2534056613,-97.7744991617,House,1.0,2.0,2.0,6.0,2001,Rundell Place,78704
286,745.0,2015-11-01,30.2585725059,-97.7728100571,House,2.0,2.0,2.0,4.0,1306,Robert E Lee Road,78704
287,5500.0,2015-10-31,30.284022189,-97.7478290696,Apartment,2.0,4.0,4.0,10.0,1905,San Gabriel Street,78705
288,300.0,2016-03-27,30.2897394074,-97.7503986947,Apartment,2.0,3.0,3.0,4.0,2505,Longview Street,78705
289,209.0,2016-04-18,30.2847953073,-97.7505831322,Apartment,1.5,2.0,3.0,6.0,1906,David Street,78705
290,105.0,2016-01-12,30.2876678396,-97.7501025727,Apartment,1.0,0.0,1.0,2.0,2313,Longview Street,78705
291,750.0,2015-10-25,30.2575057991,-97.7655246235,House,2.0,4.0,4.0,8.0,1604,Dexter Street,78704
292,3100.0,2015-10-25,30.2577538119,-97.7635406903,House,1.0,1.0,1.0,2.0,903,Ethel Street,78704
293,125.0,2015-10-28,30.2598304667,-97.7642310801,House,1.0,1.0,1.0,2.0,1606,Juliet Street,78704
294,350.0,2015-10-25,30.2534941603,-97.7634516499,Apartment,1.0,1.0,2.0,4.0,1320,South Lamar Boulevard,78704
295,700.0,2015-10-25,30.2501534779,-97.7697179143,House,1.0,0.0,2.0,2.0,2004,Kinney Avenue,78704
296,160.0,2016-03-27,30.2849226541,-97.7455064785,Apartment,1.0,0.0,2.0,3.0,701,West 22nd Street,78705
297,100.0,2015-10-25,30.286617126,-97.7447243133,Apartment,1.0,1.0,1.0,2.0,653,West 23rd Street,78705
298,150.0,2016-08-21,30.253689794,-97.7701751272,House,1.0,2.0,3.0,6.0,1700,Garner Avenue,78704
299,1200.0,2015-10-25,30.2935753055,-97.7368985421,Apartment,2.0,2.0,2.0,4.0,201,East 30th Street,78705
300,1300.0,2016-08-03,30.2855721893,-97.7205063037,House,1.0,1.0,1.0,2.0,2900,French Place,78722
302,90.0,2016-01-12,30.2475650919,-97.7525299943,House,1.0,1.0,1.0,2.0,206,West Milton Street,78704
304,55.0,2016-04-20,30.2379780942,-97.7570226406,House,1.0,1.0,1.0,2.0,2507,Euclid Avenue,78704
307,250.0,2016-01-25,30.244612392,-97.7526390051,House,2.0,2.0,2.0,4.0,150,West Johanna Street,78704
308,119.0,2016-02-12,30.2547376193,-97.7473422585,Apartment,1.0,1.0,1.0,4.0,907,South Congress Avenue,78704
309,745.0,2016-08-03,30.2464322548,-97.7511271951,Apartment,1.0,1.0,2.0,4.0,1718,South Congress Avenue,78704
310,100.0,2016-05-20,30.2822759188,-97.7607374654,Apartment,1.0,1.0,1.0,2.0,1629,Palma Plaza,78703
311,200.0,2015-10-25,30.2853150816,-97.7610121025,Apartment,1.0,2.0,2.0,6.0,1715,Summit View Place,78703
312,1800.0,2016-04-30,30.2409513722,-97.7302919841,House,1.0,1.0,1.0,2.0,1500,Royal Crest Drive,78741
313,199.0,2016-03-25,30.267192975,-97.7557732351,Apartment,1.0,0.0,1.0,2.0,101,North Lamar Boulevard,78701
314,60.0,2016-04-04,30.2190597621,-97.86755345,House,1.0,1.0,1.0,2.0,7814,Wheel Rim Circle,78749
315,164.0,2016-04-18,30.2444049674,-97.7461465622,House,1.0,1.0,1.0,2.0,513,East Annie Street,78704
316,55.0,2015-10-25,30.246375984,-97.7495429662,House,,1.0,1.0,2.0,1705,Nickerson Street,78704
317,65.0,2016-08-04,30.2274240387,-97.7343103704,Apartment,1.0,1.0,1.0,4.0,2408,Douglas Street,78741
318,30.0,2016-01-25,30.22837222,-97.7416836464,House,1.0,1.0,1.0,3.0,2703,Mulford Cove,78741
320,575.0,2015-10-25,30.2529732558,-97.7691474469,Apartment,1.0,0.0,2.0,2.0,1618,Nash Avenue,78704
321,3250.0,2015-08-25,30.2586352201,-97.7598126402,House,1.0,2.0,3.0,6.0,700,South Lamar Boulevard,78704
322,46.0,2016-03-25,30.2977726847,-97.733182399,House,1.0,1.0,1.0,1.0,3405,Grooms Street,78705
324,125.0,2016-03-27,30.2777547033,-97.757313679,House,1.0,0.0,3.0,4.0,1000,Lorrain Street,78703
325,130.0,2016-04-17,30.2742554788,-97.7527806755,Apartment,1.0,1.0,1.0,3.0,902,North Lamar Boulevard,78703
